НАИМЕНОВАНИЕ;АРТИКУЛ;ИМЯ_БРЕНДА;СТРАНА_БРЕНДА;РАЗДЕЛ;КАТЕГОРИЯ;ЦЕНА;ИЗОБРАЖЕНИЕ;КОЛЛЕКЦИЯ;ОПИСАНИЕ;ХАРАКТЕРИСТИКИ
Подвесная люстра Vele Luce Percy VL1973L05;VL1973L05;Vele Luce;Италия;Люстры;Подвесные;26600;https://www.vamsvet.ru/upload/iblock/2a1/vamsvet-podvesnaya-lyustra-vele-luce-percy-vl1973l05.jpeg|https://www.vamsvet.ru/upload/iblock/003/podvesnaya-lyustra-vele-luce-percy-vl1973l05-1.jpeg|https://www.vamsvet.ru/upload/iblock/062/podvesnaya-lyustra-vele-luce-percy-vl1973l05-2.jpeg|https://www.vamsvet.ru/upload/iblock/065/66081066-75e4-11e8-99c7-002590ec3f3a5.jpeg|https://www.vamsvet.ru/upload/iblock/2a1/vamsvet-podvesnaya-lyustra-vele-luce-percy-vl1973l05.jpeg|https://www.vamsvet.ru/upload/iblock/003/podvesnaya-lyustra-vele-luce-percy-vl1973l05-1.jpeg|https://www.vamsvet.ru/upload/iblock/062/podvesnaya-lyustra-vele-luce-percy-vl1973l05-2.jpeg|https://www.vamsvet.ru/upload/iblock/065/66081066-75e4-11e8-99c7-002590ec3f3a5.jpeg;Percy;Изумительная модель VL1973L05 от итальянской компании Vele Luce относится к коллекции Percy и отлично подойдет для установки на потолок спальни, оформленной в стиле неоклассика. Подвесная люстра Vele Luce Percy VL1973L05 с конусными плафонами осветит помещение площадью 13.3 кв. м. Производитель Vele Luce рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: текстиль, металл и ткань и может использоваться для натяжного потолка. Основным цветом товара является серый и хромовый. Подвесная люстра   VL1973L05 продается по цене 26600 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:VL1973L05||Бренд:Vele Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Percy||Стиль:Неоклассика||Высота, мм:890||Диаметр, мм:660||Длина подвеса, мм:460||Регулировка по высоте:Да||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:5||Мощность лампы, W:40||Общая мощность, W:200||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Ткань||Направление плафонов:Вверх||Вид рассеивателя:Абажур||Форма рассеивателя:Конусный||Цвет:Серый||Цвет арматуры:Хром||Цвет плафонов:Серый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Цепь||Срок службы:5 лет||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра Lightstar Forma 808230;808230;Lightstar;Италия;Люстры;Подвесные;25503;https://www.vamsvet.ru/upload/iblock/45d/vamsvet-podvesnaya-lyustra-lightstar-forma-808230.jpeg|https://www.vamsvet.ru/upload/iblock/bc7/podvesnaya-lyustra-lightstar-forma-808230-1.jpeg|https://www.vamsvet.ru/upload/iblock/879/podvesnaya-lyustra-lightstar-forma-808230-2.jpeg|https://www.vamsvet.ru/upload/iblock/45d/vamsvet-podvesnaya-lyustra-lightstar-forma-808230.jpeg|https://www.vamsvet.ru/upload/iblock/bc7/podvesnaya-lyustra-lightstar-forma-808230-1.jpeg|https://www.vamsvet.ru/upload/iblock/879/podvesnaya-lyustra-lightstar-forma-808230-2.jpeg;Forma;Потрясающая модель 808230 от итальянской компании Lightstar относится к коллекции Forma и отлично подойдет для установки на потолок кухни, оформленной в стиле арт-деко. Подвесная люстра Lightstar Forma 808230 с декоративными плафонами осветит помещение площадью 6.7 кв. м. Производитель Lightstar рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и хромовый. Подвесная люстра   808230 продается по цене 25503 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:808230||Бренд:Lightstar||Страна бренда:Италия||Страна производства:Китай||Коллекция:Forma||Стиль:Арт-деко||Ширина, мм:400||Высота, мм:550||Диаметр, мм:400||Высота встраиваемой части, мм:80||Диаметр врезного отверстия, мм:180||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:40||Общая мощность, W:120||Площадь освещения, м2:6.7||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Декоративный||Цвет:Белый||Цвет арматуры:Хром||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Провод||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра Lightstar Savona 816022;816022;Lightstar;Италия;Люстры;Подвесные;24850;https://www.vamsvet.ru/upload/iblock/f5e/vamsvet-podvesnaya-lyustra-lightstar-savona-816022.jpeg|https://www.vamsvet.ru/upload/iblock/676/podvesnaya-lyustra-lightstar-savona-816022-1.jpeg|https://www.vamsvet.ru/upload/iblock/345/podvesnaya-lyustra-lightstar-savona-816022-2.jpeg|https://www.vamsvet.ru/upload/iblock/51c/podvesnaya-lyustra-lightstar-savona-816022-3.jpeg|https://www.vamsvet.ru/upload/iblock/461/podvesnaya-lyustra-lightstar-savona-816022-4.jpeg|https://www.vamsvet.ru/upload/iblock/f5e/vamsvet-podvesnaya-lyustra-lightstar-savona-816022.jpeg|https://www.vamsvet.ru/upload/iblock/676/podvesnaya-lyustra-lightstar-savona-816022-1.jpeg|https://www.vamsvet.ru/upload/iblock/345/podvesnaya-lyustra-lightstar-savona-816022-2.jpeg|https://www.vamsvet.ru/upload/iblock/51c/podvesnaya-lyustra-lightstar-savona-816022-3.jpeg|https://www.vamsvet.ru/upload/iblock/461/podvesnaya-lyustra-lightstar-savona-816022-4.jpeg;Savona;Исключительная модель 816022 от итальянской компании Lightstar относится к коллекции Savona и отлично подойдет для установки на потолок кухни, оформленной в стиле арт-деко. Подвесная люстра Lightstar Savona 816022 с декоративными плафонами осветит помещение площадью 30 кв. м. Производитель Lightstar рекомендует использовать для устройства галогеновые лампы с цоколем G9 и мощностью 40 W. Прибор произведен с использованием материала: металл и может использоваться для натяжного потолка. Основным цветом товара является латунный и золотой. Подвесная люстра   816022 продается по цене 24850 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:816022||Бренд:Lightstar||Страна бренда:Италия||Страна производства:Китай||Коллекция:Savona||Стиль:Арт-деко||Высота, мм:400||Диаметр, мм:175||Высота встраиваемой части, мм:30||Диаметр врезного отверстия, мм:120||Тип цоколя:G9||Тип лампочки (основной):Галогеновая||Количество ламп:6||Мощность лампы, W:40||Общая мощность, W:240||Напряжение, V:220-240||Виды материалов:Металлические||Материал арматуры:Металл||Материал плафонов:Металл||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Декоративный||Цвет:Латунь||Цвет арматуры:Золотой||Цвет плафонов:Латунь||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Трос||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра Arte Lamp 20 A8057SP-5CC;A8057SP-5CC;Arte Lamp;Италия;Люстры;Подвесные;12860;https://www.vamsvet.ru/upload/iblock/57d/vamsvet-podvesnaya-lyustra-arte-lamp-20-a8057sp-5cc.jpeg|https://www.vamsvet.ru/upload/iblock/9ba/podvesnaya-lyustra-arte-lamp-20-a8057sp-5cc-1.jpeg|https://www.vamsvet.ru/upload/iblock/48b/6cb0b09f-5fa9-11e6-bde5-002590ec3f3b5.jpeg|https://www.vamsvet.ru/upload/iblock/57d/vamsvet-podvesnaya-lyustra-arte-lamp-20-a8057sp-5cc.jpeg|https://www.vamsvet.ru/upload/iblock/9ba/podvesnaya-lyustra-arte-lamp-20-a8057sp-5cc-1.jpeg|https://www.vamsvet.ru/upload/iblock/48b/6cb0b09f-5fa9-11e6-bde5-002590ec3f3b5.jpeg;20;Замечательная модель A8057SP-5CC от итальянской компании Arte Lamp относится к коллекции 20 и отлично подойдет для установки на потолок кухни, оформленной в стиле хай-тек. Подвесная люстра Arte Lamp 20 A8057SP-5CC с овальными плафонами осветит помещение площадью 11.1 кв. м. Производитель Arte Lamp рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является хромовый и прозрачный. Подвесная люстра   A8057SP-5CC продается по цене 12860 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:A8057SP-5CC||Бренд:Arte Lamp||Страна бренда:Италия||Страна производства:Китай||Коллекция:20||Стиль:Хай-тек||Ширина, мм:500||Высота, мм:200||Длина, мм:500||Диаметр, мм:500||Длина подвеса, мм:1000||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:5||Мощность лампы, W:40||Общая мощность, W:200||Площадь освещения, м2:11.1||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Плафон||Форма рассеивателя:Овал||Цвет:Хром||Цвет арматуры:Хром||Цвет плафонов:Прозрачный||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Трос||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра Lightstar Conicita 804257;804257;Lightstar;Италия;Люстры;Подвесные;18233;https://www.vamsvet.ru/upload/iblock/3b2/vamsvet-podvesnaya-lyustra-lightstar-conicita-804257.jpeg|https://www.vamsvet.ru/upload/iblock/386/podvesnaya-lyustra-lightstar-conicita-804257-1.jpeg|https://www.vamsvet.ru/upload/iblock/dc1/podvesnaya-lyustra-lightstar-conicita-804257-2.jpeg|https://www.vamsvet.ru/upload/iblock/3b2/vamsvet-podvesnaya-lyustra-lightstar-conicita-804257.jpeg|https://www.vamsvet.ru/upload/iblock/386/podvesnaya-lyustra-lightstar-conicita-804257-1.jpeg|https://www.vamsvet.ru/upload/iblock/dc1/podvesnaya-lyustra-lightstar-conicita-804257-2.jpeg;Conicita;Непревзойденная модель 804257 от итальянской компании Lightstar относится к коллекции Conicita и отлично подойдет для установки на потолок кухни, оформленной в стиле арт-деко. Подвесная люстра Lightstar Conicita 804257 с конусными плафонами осветит помещение площадью 11.1 кв. м. Производитель Lightstar рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является черный и белый. Подвесная люстра   804257 продается по цене 18233 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:804257||Бренд:Lightstar||Страна бренда:Италия||Страна производства:Китай||Коллекция:Conicita||Стиль:Арт-деко||Ширина, мм:300||Высота, мм:560||Диаметр, мм:300||Высота встраиваемой части, мм:40||Диаметр врезного отверстия, мм:200||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:5||Мощность лампы, W:40||Общая мощность, W:200||Площадь освещения, м2:11.1||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Конусный||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Провод||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра Lightstar Diafano 758102;758102;Lightstar;Италия;Люстры;Подвесные;28958;https://www.vamsvet.ru/upload/iblock/6b5/vamsvet-podvesnaya-lyustra-lightstar-diafano-758102.jpeg|https://www.vamsvet.ru/upload/iblock/b18/podvesnaya-lyustra-lightstar-diafano-758102-1.jpeg|https://www.vamsvet.ru/upload/iblock/6b5/vamsvet-podvesnaya-lyustra-lightstar-diafano-758102.jpeg|https://www.vamsvet.ru/upload/iblock/b18/podvesnaya-lyustra-lightstar-diafano-758102-1.jpeg;Diafano;Феноменальная модель 758102 от итальянской компании Lightstar относится к коллекции Diafano и отлично подойдет для установки на потолок в гостиной, оформленной в стиле модерн. Подвесная люстра Lightstar Diafano 758102 с конусными плафонами осветит помещение площадью 22.2 кв. м. Производитель Lightstar рекомендует использовать для устройства галогеновые лампы с цоколем G9 и мощностью 40 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. В комплект поставки входят также лампы. Основным цветом товара является золотой и белый. Подвесная люстра   758102 продается по цене 28958 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:758102||Бренд:Lightstar||Страна бренда:Италия||Страна производства:Китай||Коллекция:Diafano||Стиль:Модерн||Ширина, мм:125||Высота, мм:220||Длина, мм:720||Высота встраиваемой части, мм:35||Длина подвеса, мм:700||Тип цоколя:G9||Тип лампочки (основной):Галогеновая||Количество ламп:10||Мощность лампы, W:40||Общая мощность, W:400||Площадь освещения, м2:22.2||Лампы в комплекте:Да||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:Вверх||Вид рассеивателя:Плафон||Форма рассеивателя:Конусный||Цвет:Золотой||Цвет арматуры:Золотой||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Трос||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная светодиодная люстра ST Luce Donolo SL395.403.04;SL395.403.04;ST Luce;Италия;Люстры;Подвесные;26140;https://www.vamsvet.ru/upload/iblock/34e/vamsvet-podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04.jpeg|https://www.vamsvet.ru/upload/iblock/692/podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04-1.jpeg|https://www.vamsvet.ru/upload/iblock/b3b/podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04-2.jpeg|https://www.vamsvet.ru/upload/iblock/34e/vamsvet-podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04.jpeg|https://www.vamsvet.ru/upload/iblock/692/podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04-1.jpeg|https://www.vamsvet.ru/upload/iblock/b3b/podvesnaya-svetodiodnaya-lyustra-st-luce-donolo-sl395-403-04-2.jpeg;Donolo;Замечательная модель SL395.403.04 от итальянской компании ST Luce относится к коллекции Donolo и отлично подойдет для установки на потолок кухни, оформленной в скандинавском стиле. Подвесная светодиодная люстра ST Luce Donolo SL395.403.04 с круглыми плафонами осветит помещение площадью 11 кв. м. холодным светом. Осветительный элемент встроен в конструкцию и не требует приобретения дополнительных лампочек. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и черный. Подвесная светодиодная люстра   SL395.403.04 продается по цене 26140 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:SL395.403.04||Бренд:ST Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Donolo||Стиль:Скандинавский||Ширина, мм:300||Высота, мм:1200||Длина, мм:1000||Регулировка по высоте:Да||Тип цоколя:LED||Тип лампочки (основной):Светодиодная||Мощность лампы, W:8||Общая мощность, W:32||Площадь освещения, м2:11||Световой поток, lm:1867||Цветовая температура:4000K||Лампы в комплекте:Да||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Направление плафонов:В стороны||Вид рассеивателя:Декоративный||Форма рассеивателя:Круглый||Цвет:Белый||Цвет арматуры:Черный||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для кухни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Трос||Срок службы:10 лет||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра ST Luce Anticato SL669.203.03;SL669.203.03;ST Luce;Италия;Люстры;Подвесные;10310;https://www.vamsvet.ru/upload/iblock/33a/vamsvet-podvesnaya-lyustra-st-luce-anticato-sl669-203-03.jpeg;Anticato;Необыкновенная модель SL669.203.03 от итальянской компании ST Luce относится к коллекции Anticato и отлично подойдет для установки на потолок в гостиной, оформленной в классическом стиле. Подвесная люстра ST Luce Anticato SL669.203.03 с декоративными плафонами осветит помещение площадью 6.7 кв. м. Производитель ST Luce рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 40 W. Прибор произведен с использованием материалов: хрусталь и металл и может использоваться для натяжного потолка. Основным цветом товара является прозрачный и золотой. Подвесная люстра   SL669.203.03 продается по цене 10310 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:SL669.203.03||Бренд:ST Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Anticato||Стиль:Классика||Высота, мм:350||Диаметр, мм:300||Длина подвеса, мм:170||Регулировка по высоте:Да||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:3||Мощность лампы, W:40||Общая мощность, W:120||Площадь освещения, м2:6.7||Лампы в комплекте:Нет||Напряжение, V:220-240||Виды материалов:Хрустальные||Материал арматуры:Металл||Материал плафонов:Хрусталь||Вид рассеивателя:Хрусталь||Форма рассеивателя:Декоративный||Цвет:Прозрачный||Цвет арматуры:Золотой||Цвет плафонов:Прозрачный||Цвет декора:Прозрачный||Степень защиты:IP20||Интерьер:Для гостиной||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Штанга||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра ST Luce Chiello SL543.503.05;SL543.503.05;ST Luce;Италия;Люстры;Подвесные;20770;https://www.vamsvet.ru/upload/iblock/49a/vamsvet-podvesnaya-lyustra-st-luce-chiello-sl543-503-05.jpeg;Chiello;Изящная модель SL543.503.05 от итальянской компании ST Luce относится к коллекции Chiello и отлично подойдет для установки на потолок спальни, оформленной в современном стиле. Подвесная люстра ST Luce Chiello SL543.503.05 с декоративными плафонами осветит помещение площадью 16.7 кв. м. Производитель ST Luce рекомендует использовать для устройства лампы накаливания с цоколем E27 и мощностью 60 W. Прибор произведен с использованием материалов: стекло и металл и может использоваться для натяжного потолка. Основным цветом товара является белый и серебряный. Подвесная люстра   SL543.503.05 продается по цене 20770 руб, с дисконтом 10% - ваша выгода при покупке составит 2306 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:SL543.503.05||Бренд:ST Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Chiello||Стиль:Современный||Высота, мм:230||Диаметр, мм:550||Длина подвеса, мм:670||Регулировка по высоте:Да||Тип цоколя:E27||Тип лампочки (основной):Накаливания||Количество ламп:5||Мощность лампы, W:60||Общая мощность, W:300||Площадь освещения, м2:16.7||Лампы в комплекте:Нет||Напряжение, V:220-240||Виды материалов:Стеклянные||Материал арматуры:Металл||Материал плафонов:Стекло||Вид рассеивателя:Плафон||Форма рассеивателя:Декоративный||Цвет:Белый||Цвет арматуры:Серебро||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Трос||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная люстра ST Luce Lusso SL893.103.05;SL893.103.05;ST Luce;Италия;Люстры;Подвесные;17500;https://www.vamsvet.ru/upload/iblock/5df/vamsvet-podvesnaya-lyustra-st-luce-lusso-sl893-103-05.jpeg;Lusso;Непревзойденная модель SL893.103.05 от итальянской компании ST Luce относится к коллекции Lusso и отлично подойдет для установки на потолок спальни, оформленной в стиле арт-деко. Подвесная люстра ST Luce Lusso SL893.103.05 с цилиндрическими плафонами осветит помещение площадью 16.7 кв. м. Производитель ST Luce рекомендует использовать для устройства лампы накаливания с цоколем E14 и мощностью 60 W. Прибор произведен с использованием материалов: текстиль, металл и органза и может использоваться для натяжного потолка. Основным цветом товара является серебряный, хромовый и серый. Подвесная люстра   SL893.103.05 продается по цене 17500 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:SL893.103.05||Бренд:ST Luce||Страна бренда:Италия||Страна производства:Китай||Коллекция:Lusso||Стиль:Арт-деко||Высота, мм:350||Диаметр, мм:380||Длина подвеса, мм:550||Регулировка по высоте:Да||Тип цоколя:E14||Тип лампочки (основной):Накаливания||Количество ламп:5||Мощность лампы, W:60||Общая мощность, W:300||Площадь освещения, м2:16.7||Лампы в комплекте:Нет||Напряжение, V:220-240||Виды материалов:Текстильные||Материал арматуры:Металл||Материал плафонов:Органза||Вид рассеивателя:Абажур||Форма рассеивателя:Цилиндр||Цвет:Серебро||Цвет арматуры:Хром||Цвет плафонов:Серый||Цвет декора:Прозрачный||Степень защиты:IP20||Интерьер:Для спальни||Место установки:На потолок||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Пульт ДУ:Нет||Тип подвеса:Трос||Гарантия производителя:12 месяцев||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная светодиодная люстра Maytoni Fad MOD070PL-L18B3K;MOD070PL-L18B3K;Maytoni;Германия;Люстры;Подвесные;16190;https://www.vamsvet.ru/upload/iblock/1a3/vamsvet-podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k.jpeg|https://www.vamsvet.ru/upload/iblock/e74/podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k-1.jpeg|https://www.vamsvet.ru/upload/iblock/754/podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k-2.jpeg|https://www.vamsvet.ru/upload/iblock/34b/bf0bbbdd-7b9f-11ec-8125-ac1f6bbcde7f4.jpeg|https://www.vamsvet.ru/upload/iblock/1a3/vamsvet-podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k.jpeg|https://www.vamsvet.ru/upload/iblock/e74/podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k-1.jpeg|https://www.vamsvet.ru/upload/iblock/754/podvesnaya-svetodiodnaya-lyustra-maytoni-fad-mod070pl-l18b3k-2.jpeg|https://www.vamsvet.ru/upload/iblock/34b/bf0bbbdd-7b9f-11ec-8125-ac1f6bbcde7f4.jpeg;Fad;Непревзойденная модель MOD070PL-L18B3K от немецкой компании Maytoni относится к коллекции Fad и отлично подойдет для установки на потолок офиса, оформленном в стиле хай-тек. Осветительный элемент встроен в конструкцию и не требует приобретения дополнительных лампочек. Прибор произведен с использованием материалов: пластик, металл и акрил и может использоваться для натяжного потолка. Основным цветом товара является черный и белый. Подвесная светодиодная люстра   MOD070PL-L18B3K продается по цене 16190 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:MOD070PL-L18B3K||Бренд:Maytoni||Страна бренда:Германия||Коллекция:Fad||Стиль:Хай-тек||Количество плафонов:3||Высота, мм:730||Диаметр, мм:350||Длина подвеса, мм:770||Вес, кг:1||Тип цоколя:LED||Тип лампочки (основной):Светодиодная||Мощность лампы, W:18||Общая мощность, W:18||Световой поток, lm:1100||Цветовая температура:3000K||Лампы в комплекте:Да||Напряжение, V:220-240||Индекс цветопередачи, Ra:80||Угол рассеивания, °:120||Виды материалов:Пластиковые||Материал арматуры:Металл||Материал плафонов:Акрил||Направление плафонов:Поворотное||Вид рассеивателя:Плафон||Форма рассеивателя:Круглый||Цвет:Черный||Цвет арматуры:Черный||Цвет плафонов:Белый||Степень защиты:IP20||Интерьер:Для офиса||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Провод||Цвет свечения:Теплый белый||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
Подвесная светодиодная люстра Maytoni Saturno MOD415PL-L36BS4K;MOD415PL-L36BS4K;Maytoni;Германия;Люстры;Подвесные;22990;https://www.vamsvet.ru/upload/iblock/c6e/vamsvet-podvesnaya-svetodiodnaya-lyustra-maytoni-saturno-mod415pl-l36bs4k.jpeg|https://www.vamsvet.ru/upload/iblock/083/podvesnaya-svetodiodnaya-lyustra-maytoni-saturno-mod415pl-l36bs4k-1.jpeg|https://www.vamsvet.ru/upload/iblock/c6e/vamsvet-podvesnaya-svetodiodnaya-lyustra-maytoni-saturno-mod415pl-l36bs4k.jpeg|https://www.vamsvet.ru/upload/iblock/083/podvesnaya-svetodiodnaya-lyustra-maytoni-saturno-mod415pl-l36bs4k-1.jpeg;Saturno;Неподражаемая модель MOD415PL-L36BS4K от немецкой компании Maytoni относится к коллекции Saturno и отлично подойдет для установки на потолок офиса, оформленном в стиле хай-тек. Осветительный элемент встроен в конструкцию и не требует приобретения дополнительных лампочек. Прибор произведен с использованием материалов: металл, сталь и пластик и может использоваться для натяжного потолка. Основным цветом товара является латунный. Подвесная светодиодная люстра   MOD415PL-L36BS4K продается по цене 22990 руб. Торопитесь сделать заказ в интернет-магазине ВамСвет.;"Артикул:MOD415PL-L36BS4K||Бренд:Maytoni||Страна бренда:Германия||Страна производства:Китай||Коллекция:Saturno||Стиль:Хай-тек||Количество плафонов:1||Высота, мм:50||Диаметр, мм:400||Длина подвеса, мм:1750||Вес, кг:2.6||Тип цоколя:LED||Тип лампочки (основной):Светодиодная||Мощность лампы, W:36||Общая мощность, W:36||Световой поток, lm:2500||Цветовая температура:4000K||Лампы в комплекте:Да||Напряжение, V:220-240||Индекс цветопередачи, Ra:80||Угол рассеивания, °:120||Виды материалов:Металлические||Материал арматуры:Сталь||Материал плафонов:Пластик||Направление плафонов:Вниз||Вид рассеивателя:Плафон||Форма рассеивателя:Цилиндр||Цвет:Латунь||Цвет арматуры:Латунь||Цвет плафонов:Латунь||Степень защиты:IP20||Интерьер:Для офиса||Место установки:На потолок||Тип крепления:На планку||Подходит для натяжных потолков:Да при условии использования
светодиодных ламп||Тип подвеса:Трос||Цвет свечения:Дневной белый||Гарантия производителя:3 года||Гарантия магазина:12 месяцев||Раздел:Люстры||Каталог:Подвесные"
